key,success,write_latency_ms,read_latency_ms,total_latency_ms
concurrent-obj-53-f2c0c3,True,367.6440409908537,50.09437500848435,417.73841599933803
concurrent-obj-63-bbf804,True,169.30966600193642,48.13174999435432,217.44141599629074
concurrent-obj-64-97eb8b,True,167.73495898814872,50.780666002538055,218.51562499068677
concurrent-obj-66-16d798,True,167.97041599056683,49.750083999242634,217.72049998980947
concurrent-obj-61-dc348f,True,176.71295799664222,47.49008300132118,224.2030409979634
concurrent-obj-68-1f20c2,True,166.1707079911139,50.87254199315794,217.04324998427182
concurrent-obj-65-2883b1,True,171.18904198287055,50.05350001738407,221.24254200025462
concurrent-obj-62-af74ff,True,174.41295797470957,51.95191700477153,226.3648749794811
concurrent-obj-67-8b56df,True,166.62420899956487,54.79466600809246,221.41887500765733
concurrent-obj-71-a88865,True,139.4186669785995,49.3942080065608,188.8128749851603
concurrent-obj-73-4e4be7,True,139.5945000112988,47.940999997081235,187.53550000838004
concurrent-obj-70-68eaac,True,143.0934589880053,49.380999989807606,192.4744589778129
concurrent-obj-69-4f2152,True,145.87041598861106,51.09466699650511,196.96508298511617
concurrent-obj-77-c39c2a,True,143.1279169919435,137.77133301482536,280.89925000676885
concurrent-obj-76-14d186,True,167.27845801506191,117.7926669770386,285.0711249921005
concurrent-obj-74-47ac22,True,163.5097090038471,124.15854100254364,287.66825000639074
concurrent-obj-75-d54cc4,True,146.05333399958909,141.8364580022171,287.8897920018062
concurrent-obj-78-261d67,True,142.5903330091387,143.37937498930842,285.9697079984471
concurrent-obj-72-e806d3,True,155.25412498391233,144.08987501519732,299.34399999910966
concurrent-obj-80-4fac55,True,230.39970800164156,49.65829200227745,280.058000003919
concurrent-obj-79-f5d8fb,True,299.84083300223574,48.97716699633747,348.8179999985732
concurrent-obj-81-912fa4,True,293.8638330087997,46.367667004233226,340.2315000130329
concurrent-obj-82-173dba,True,294.0312089922372,44.307041011052206,338.33825000328943
concurrent-obj-92-55a3cd,True,275.00220798538066,49.24341701553203,324.2456250009127
concurrent-obj-84-886cfb,True,314.8694580013398,50.439874990843236,365.30933299218304
concurrent-obj-98-fcc4a0,True,194.54358299844898,47.2141669888515,241.75774998730049
concurrent-obj-87-ed3b4c,True,313.9824589889031,50.045125011820346,364.02758400072344
concurrent-obj-91-fb18e5,True,302.68925000564195,51.115874986862764,353.8051249925047
concurrent-obj-90-b2ad8c,True,316.7582080059219,51.03237499133684,367.79058299725875
concurrent-obj-83-2efbc8,True,332.7717920183204,48.39249997166917,381.1642919899896
concurrent-obj-95-df7799,True,216.4404579962138,44.344124995404854,260.78458299161866
concurrent-obj-93-89d513,True,216.90129200578667,45.97370798001066,262.87499998579733
concurrent-obj-96-505bda,True,209.67979199485853,50.51241599721834,260.1922079920769
concurrent-obj-88-7045a9,True,329.9474170198664,47.41395800374448,377.3613750236109
concurrent-obj-86-51666a,True,336.8002499919385,43.72645900002681,380.5267089919653
concurrent-obj-97-0166db,True,213.56612499221228,47.240084008080885,260.80620900029317
concurrent-obj-94-6b253d,True,218.55750001850538,45.38212498300709,263.93962500151247
concurrent-obj-85-d46b0f,True,364.3810829962604,50.036166998324916,414.4172499945853
concurrent-obj-89-06b8e4,True,352.7507919934578,51.07104100170545,403.8218329951633
concurrent-obj-99-f7b60c,True,229.3094999913592,49.57291699247435,278.88241698383354
